Designation,H Mag,Mean Mag (r Band),Number of Observations,Arc (days),LS peak / Adopted Fourier (hr),Period display,LS peak period (hr),Adopted period (hr),Adopted K,2P candidate (hr),ΔBIC(2P−P),Amplitude (Fourier),g - r,g - i,r - i,Axial Elongation,Reliability,Bootstrap top_frac,Bootstrap n_unique_winners,Bootstrap family_size,Ambiguous candidates (P_hr:frac),pipeline_version,run_id_utc,outdir,final_row_path
2015 HZ244,17.928688771298994,23.29978512396694,273,12.047350694444445,0.13 / 4.28,LS_peak=0.13 h; Adopted=4.28 h,0.1285336371045417,4.27558471965496,2,8.55116943930992,20.59766921451217,0.1735559504871988,0.414088314372723,0.538337612273807,0.124249297901084,1.173335957865867,reliable,0.645,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_HZ244,C:\Users\vikas\Downloads\ls_outputs\2015_HZ244\step14_final_summary.csv
2015 JX16,17.293591553276638,22.396404494382026,385,12.042841400462963,37.29 / 10.37,LS_peak=37.29 h; Adopted=10.37 h,37.293960465949816,10.368724434479322,2,20.737448868958644,19.416673867110205,0.1187619013929797,0.5389358050676485,0.7384596868026776,0.1995238817350291,1.1155903799259783,insufficient,0.5625,8,8,10.369:0.562; 18.351:0.172; 11.252:0.128; 20.737:0.045; 7.340:0.045,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_JX16,C:\Users\vikas\Downloads\ls_outputs\2015_JX16\step14_final_summary.csv
2015 KA251,17.397216997566932,22.848602836879436,303,9.028258796296296,4.43 / 4.43,LS_peak=4.43 h; Adopted=4.43 h,4.433313782324524,4.433313782324524,2,8.866627564649049,1.5415551513815444,0.1070067034573845,0.5613806704727935,0.7288980455573864,0.1675173750845928,1.10357710355208,insufficient,0.3325,8,8,4.433:0.333; 2.856:0.188; 8.867:0.133; 7.018:0.130; 5.434:0.075,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KA251,C:\Users\vikas\Downloads\ls_outputs\2015_KA251\step14_final_summary.csv
2015 KB320,18.08370496263298,22.60425,44,6.0116351041666665,19.90 / 11.26,LS_peak=19.90 h; Adopted=11.26 h,19.900585172413795,11.260818926829268,2,,,0.4530052682050483,0.4272007551005288,0.5962752634264987,0.1690745083259699,1.5177565202957488,insufficient,0.3825,7,8,11.261:0.383; 7.447:0.235; 0.742:0.163; 14.893:0.138; 0.417:0.045,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KB320,C:\Users\vikas\Downloads\ls_outputs\2015_KB320\step14_final_summary.csv
2015 KM219,18.283355163432653,23.13228358208955,164,4.069771030092593,37.21 / 18.60,LS_peak=37.21 h; Adopted=18.60 h,37.20933513227513,18.604667566137564,2,37.20933513227513,2.12434818809146,0.4357426880641621,0.4103508559148139,0.5330748505575187,0.1227239946427047,1.4938158914668984,ambiguous,0.575,6,8,20.296:0.575; 37.209:0.278; 10.148:0.102; 11.006:0.030; 4.390:0.007,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KM219,C:\Users\vikas\Downloads\ls_outputs\2015_KM219\step14_final_summary.csv
2015 KP204,17.72864662508642,22.692933333333333,154,2.128767800925926,6.10 / 0.94,LS_peak=6.10 h; Adopted=0.94 h,6.100349519071311,0.9374390316004078,2,1.8748780632008155,5.028335856759128,0.1268698923483462,0.4847128924675097,0.5569681766779162,0.0722552842104065,1.1239524981526403,insufficient,0.28,5,8,3.874:0.280; 6.928:0.235; 1.813:0.203; 0.937:0.195; 1.566:0.087,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KP204,C:\Users\vikas\Downloads\ls_outputs\2015_KP204\step14_final_summary.csv
2015 KQ71,17.075749553243952,22.8194,54,10.970664293981482,70.21 / 50.15,LS_peak=70.21 h; Adopted=50.15 h,70.21225148148147,50.1516082010582,2,,,1.1134421585211314,0.4221044491698578,0.709549094330896,0.2874446451610382,2.788539902608655,insufficient,0.3125,8,8,70.212:0.312; 14.527:0.268; 50.152:0.180; 29.053:0.147; 18.080:0.052,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KQ71,C:\Users\vikas\Downloads\ls_outputs\2015_KQ71\step14_final_summary.csv
2015 KU229,17.994528982435607,23.63337142857143,115,2.1263271064814817,15.12 / 15.12,LS_peak=15.12 h; Adopted=15.12 h,15.1205483127572,15.1205483127572,2,,,0.3820213445020434,0.4679744588197536,0.8128850408574273,0.3449105820376736,1.421701880288867,ambiguous,0.645,4,8,15.121:0.645; 10.468:0.235; 0.136:0.087; 3.047:0.033; 5.234:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KU229,C:\Users\vikas\Downloads\ls_outputs\2015_KU229\step14_final_summary.csv
2015 KX62,17.299422456182278,21.73795652173913,243,6.017532893518519,3.57 / 7.13,LS_peak=3.57 h; Adopted=7.13 h,3.5659454183813444,7.131890836762689,4,14.263781673525378,29.095433586909053,0.2589604725857127,0.40576751033867,0.4909140545914567,0.0851465442527867,1.2693581887470973,reliable,0.5625,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_KX62,C:\Users\vikas\Downloads\ls_outputs\2015_KX62\step14_final_summary.csv
2015 MK38,19.73768499883884,22.41832352941177,250,4.125957997685186,0.27 / 1.14,LS_peak=0.27 h; Adopted=1.14 h,0.2674489991747318,1.1357475778574273,2,2.2714951557148546,14.749647700891046,0.0696955131105878,0.6212768284122347,0.8358340751583242,0.2145572467460894,1.066297043978242,insufficient,0.375,6,8,1.136:0.375; 0.568:0.228; 0.364:0.228; 8.802:0.117; 3.024:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_MK38,C:\Users\vikas\Downloads\ls_outputs\2015_MK38\step14_final_summary.csv
2015 MT29,18.25117246458628,22.09066321243523,421,12.047805902777778,6.61 / 13.22,LS_peak=6.61 h; Adopted=13.22 h,6.609082095238096,13.218164190476193,2,26.436328380952386,19.512772716565564,0.1496977213352988,0.5336583794405172,0.7134353597257821,0.1797769802852649,1.1478340097588648,ambiguous,0.505,8,8,13.218:0.505; 10.350:0.155; 6.609:0.098; 18.359:0.080; 5.175:0.065,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_MT29,C:\Users\vikas\Downloads\ls_outputs\2015_MT29\step14_final_summary.csv
2015 NJ35,17.758972082648768,22.20449557522124,228,4.125476597222223,0.27 / 0.28,LS_peak=0.27 h; Adopted=0.28 h,0.2737958889272957,0.2830920324040981,2,0.5661840648081963,6.935557621220653,0.0476730043939121,0.5969012893915249,0.7987249140547377,0.2018236246632128,1.0448867012706962,insufficient,0.415,6,8,0.259:0.415; 0.811:0.177; 0.283:0.170; 0.650:0.113; 0.338:0.090,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_NJ35,C:\Users\vikas\Downloads\ls_outputs\2015_NJ35\step14_final_summary.csv
2015 OH109,18.47357034609592,22.51956774193549,316,6.010201400462963,2.24 / 0.82,LS_peak=2.24 h; Adopted=0.82 h,2.236354009474591,0.8224937055515958,2,1.6449874111031917,6.231799843353656,0.0588762878212261,0.6045566181180426,0.7968376142991147,0.192280996181072,1.0557242930488742,ambiguous,0.77,8,8,0.822:0.770; 0.911:0.150; 1.705:0.030; 0.405:0.020; 0.562:0.013,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_OH109,C:\Users\vikas\Downloads\ls_outputs\2015_OH109\step14_final_summary.csv
2015 OT178,18.429209057603373,22.22483333333333,214,6.008243495370371,5.92 / 5.92,LS_peak=5.92 h; Adopted=5.92 h,5.915808980056981,5.915808980056981,2,11.83161796011396,0.7694940570103199,0.3360135980731755,0.6244333620058811,0.7653395237190921,0.140906161713211,1.3627162639392656,insufficient,0.4225,7,8,5.916:0.422; 7.901:0.312; 46.143:0.120; 3.951:0.085; 11.771:0.040,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_OT178,C:\Users\vikas\Downloads\ls_outputs\2015_OT178\step14_final_summary.csv
2015 PF40,18.576381803812573,23.07744444444444,123,9.02653329861111,1.08 / 2.16,LS_peak=1.08 h; Adopted=2.16 h,1.077795020729685,2.15559004145937,2,4.31118008291874,9.567448544077678,0.4263426382206889,0.541223995092512,0.716780785344401,0.175556790251889,1.4809386079343556,reliable,0.635,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_PF40,C:\Users\vikas\Downloads\ls_outputs\2015_PF40\step14_final_summary.csv
2015 PW331,18.40149807038232,22.9062,27,7.996733599537038,1.18 / 2.25,LS_peak=1.18 h; Adopted=2.25 h,1.182875848313645,2.25293154968615,2,4.5058630993723,9.961030410809038,0.5153954802487478,0.8739922897826204,0.869360587569453,-0.0046317022131674,1.6075266892181723,insufficient,0.5525,6,8,2.253:0.552; 1.126:0.223; 1.469:0.120; 1.306:0.060; 7.382:0.043,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_PW331,C:\Users\vikas\Downloads\ls_outputs\2015_PW331\step14_final_summary.csv
2015 QA21,18.174419015541098,22.81131914893617,104,2.1263271064814817,0.18 / 0.37,LS_peak=0.18 h; Adopted=0.37 h,0.1843136814647605,0.368627362929521,2,0.7372547258590421,12.452944207073244,0.1696009036250096,0.5532692220085806,0.6417785293656166,0.088509307357036,1.1690695838595588,reliable,0.6775,4,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_QA21,C:\Users\vikas\Downloads\ls_outputs\2015_QA21\step14_final_summary.csv
2015 RC303,18.6619436725603,22.8282,33,9.968705092592591,12.04 / 6.00,LS_peak=12.04 h; Adopted=6.00 h,12.037681621243886,5.999972971090212,2,,,0.7939962350973592,0.4042904891969208,0.552826253952091,0.1485357647551701,2.0777748925923287,insufficient,0.4425,7,8,6.000:0.443; 3.987:0.235; 1.532:0.113; 1.673:0.090; 2.239:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_RC303,C:\Users\vikas\Downloads\ls_outputs\2015_RC303\step14_final_summary.csv
2015 RP60,17.22315081108332,22.623800000000003,49,5.001580625,8.81 / 1.09,LS_peak=8.81 h; Adopted=1.09 h,8.81012366972477,1.086316153846154,4,2.172632307692308,7.865846529625784,0.5875686293024944,0.3521306642373183,0.4945876461178358,0.1424569818805174,1.7180169794474194,insufficient,0.3725,6,8,1.086:0.372; 1.328:0.280; 1.194:0.145; 1.952:0.140; 2.389:0.055,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_RP60,C:\Users\vikas\Downloads\ls_outputs\2015_RP60\step14_final_summary.csv
2015 RY306,17.806642515715176,22.699903225806448,58,2.1254173032407406,5.91 / 5.91,LS_peak=5.91 h; Adopted=5.91 h,5.914204669887279,5.914204669887279,2,,,0.5556571431884192,0.4550476117183564,0.7671029688678317,0.3120553571494753,1.668256621442438,insufficient,0.6775,6,8,11.828:0.677; 0.543:0.113; 4.560:0.090; 0.403:0.050; 0.806:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_RY306,C:\Users\vikas\Downloads\ls_outputs\2015_RY306\step14_final_summary.csv
2015 SA32,18.40620192719266,22.78354228855721,444,9.037242800925927,2.75 / 2.75,LS_peak=2.75 h; Adopted=2.75 h,2.7498425004402187,2.7498425004402187,2,5.499685000880437,1.6354093348464858,0.1208428821116111,0.6612764714262589,0.8702567017821892,0.2089802303559302,1.117730631176472,insufficient,0.3575,6,8,2.750:0.357; 6.219:0.340; 5.500:0.160; 3.110:0.120; 4.068:0.018,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_SA32,C:\Users\vikas\Downloads\ls_outputs\2015_SA32\step14_final_summary.csv
2015 SE44,17.948244379000418,22.90968235294118,166,4.078893194444444,9.91 / 0.19,LS_peak=9.91 h; Adopted=0.19 h,9.9132594092827,0.1921362839385017,2,0.3842725678770035,3.5952126624065386,0.0904481186321876,0.530509376385556,0.7136919947549387,0.1831826183693827,1.0868741193428484,insufficient,0.425,6,8,0.192:0.425; 0.240:0.220; 0.258:0.160; 0.479:0.110; 0.517:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_SE44,C:\Users\vikas\Downloads\ls_outputs\2015_SE44\step14_final_summary.csv
2015 TB32,18.19546436113045,22.25312222222222,187,6.011647395833333,7.45 / 21.99,LS_peak=7.45 h; Adopted=21.99 h,7.446685806451613,21.98545333333333,3,,,0.8287310520018937,0.6342784815690798,0.8289666486689349,0.194688167099855,2.1453216758688978,insufficient,0.37,7,8,10.993:0.370; 21.985:0.268; 14.893:0.168; 7.447:0.090; 9.197:0.043,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_TB32,C:\Users\vikas\Downloads\ls_outputs\2015_TB32\step14_final_summary.csv
2015 TC401,18.37910483720164,21.984,239,11.023135798611111,14.30 / 35.87,LS_peak=14.30 h; Adopted=35.87 h,14.30028427927928,35.87189954802259,4,,,0.8515086999549901,0.5630366009184016,0.8144584503812204,0.2514218494628188,2.1908037719058218,insufficient,0.375,8,8,35.872:0.375; 28.601:0.145; 2.948:0.115; 14.300:0.100; 17.785:0.098,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_TC401,C:\Users\vikas\Downloads\ls_outputs\2015_TC401\step14_final_summary.csv
2015 TM401,18.60166289787218,21.933864705882357,368,9.027461099537035,5.10 / 13.13,LS_peak=5.10 h; Adopted=13.13 h,5.097860385620915,13.130852508417506,4,26.261705016835013,107.32069398332408,0.3281438146480678,0.5852324629358954,0.7142279338124737,0.1289954708765783,1.3528745464535532,insufficient,0.3025,8,8,26.262:0.302; 13.131:0.273; 29.884:0.180; 16.910:0.150; 10.196:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_TM401,C:\Users\vikas\Downloads\ls_outputs\2015_TM401\step14_final_summary.csv
2015 UP42,18.19161481337193,22.49751079136691,295,12.047805902777778,1.39 / 2.96,LS_peak=1.39 h; Adopted=2.96 h,1.3934811646586347,2.959921603753466,2,5.919843207506932,14.166969692439068,0.2928057924086716,0.631129479788541,0.8255738739211615,0.1944443941326206,1.309550699755481,reliable,0.7725,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_UP42,C:\Users\vikas\Downloads\ls_outputs\2015_UP42\step14_final_summary.csv
2015 UT93,18.85705608638952,23.021142857142856,248,9.033812997685184,5.58 / 21.15,LS_peak=5.58 h; Adopted=21.15 h,5.577145001786352,21.152342628726288,2,42.304685257452576,10.7628744749465,0.3702723808703141,0.5865686797019798,0.8496154812050492,0.2630468015030693,1.4064003064081598,reliable,0.505,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_UT93,C:\Users\vikas\Downloads\ls_outputs\2015_UT93\step14_final_summary.csv
2015 VG71,18.68129712286629,23.374194244604315,251,9.017803900462964,3.35 / 6.70,LS_peak=3.35 h; Adopted=6.70 h,3.3489716612937888,6.6979433225875775,3,13.395886645175157,28.06083144442755,0.5009286546970748,0.4731691704645548,0.6786749655527089,0.205505795088154,1.5862493673039433,reliable,0.6525,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_VG71,C:\Users\vikas\Downloads\ls_outputs\2015_VG71\step14_final_summary.csv
2015 WU26,18.37290794705061,22.35970833333333,74,12.03713980324074,135.95 / 135.95,LS_peak=135.95 h; Adopted=135.95 h,135.94887307189543,135.94887307189543,2,,,0.3600144506009599,0.6058325901568864,0.7511005874920222,0.1452679973351358,1.393175345282677,insufficient,0.445,8,8,135.949:0.445; 7.730:0.152; 19.924:0.120; 11.441:0.090; 39.847:0.065,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_WU26,C:\Users\vikas\Downloads\ls_outputs\2015_WU26\step14_final_summary.csv
2015 XD433,18.87360376969635,23.402,56,6.008246400462963,0.38 / 0.80,LS_peak=0.38 h; Adopted=0.80 h,0.3774814492437463,0.8038908075880759,2,1.6077816151761517,6.052618323812453,0.2275382701357728,0.4755651272098653,0.7546830655157102,0.2791179383058448,1.2331482985945208,insufficient,0.695,5,8,0.804:0.695; 0.390:0.215; 3.697:0.048; 5.150:0.035; 0.705:0.007,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_XD433,C:\Users\vikas\Downloads\ls_outputs\2015_XD433\step14_final_summary.csv
2015 XP87,17.531134041808297,22.22126851851852,227,6.018994594907407,1.62 / 1.62,LS_peak=1.62 h; Adopted=1.62 h,1.6208232289231723,1.6208232289231723,2,3.241646457846345,15.145391653096851,0.5471097767341021,0.5617589224124551,0.7075182668178357,0.1457593444053806,1.6551749719207862,reliable,0.955,5,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_XP87,C:\Users\vikas\Downloads\ls_outputs\2015_XP87\step14_final_summary.csv
2015 XW95,18.550558596297197,22.888064516129027,399,12.047805902777778,3.19 / 2.52,LS_peak=3.19 h; Adopted=2.52 h,3.1949982504604058,2.5225504180298075,3,5.045100836059615,18.45240763876768,0.155039102629073,0.5723113958905444,0.6647535656907841,0.0924421698002397,1.1534948000178946,insufficient,0.3075,8,8,7.426:0.307; 6.390:0.180; 5.045:0.152; 5.635:0.102; 11.121:0.100,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_XW95,C:\Users\vikas\Downloads\ls_outputs\2015_XW95\step14_final_summary.csv
2015 XX230,18.36993071985508,22.599391304347822,327,6.013104201388889,3.26 / 3.26,LS_peak=3.26 h; Adopted=3.26 h,3.261344651600753,3.261344651600753,2,6.522689303201506,7.441260868211089,0.1046853505430201,0.5885141291950973,0.7734996234519294,0.184985494256832,1.101220126551783,insufficient,0.3425,4,8,3.261:0.343; 2.380:0.295; 4.475:0.207; 5.154:0.155; 6.523:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_XX230,C:\Users\vikas\Downloads\ls_outputs\2015_XX230\step14_final_summary.csv
2015 YM31,18.966992715307857,23.869558823529417,111,9.027840601851851,54.17 / 15.34,LS_peak=54.17 h; Adopted=15.34 h,54.16704361111111,15.339339783677485,2,30.678679567354965,0.1862836879308247,0.5113854617067707,0.4078463538061108,0.8047419343998037,0.3968955805936929,1.6016004593087332,insufficient,0.2775,8,8,15.339:0.278; 30.679:0.207; 54.167:0.138; 108.334:0.120; 18.739:0.068,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_YM31,C:\Users\vikas\Downloads\ls_outputs\2015_YM31\step14_final_summary.csv
2015 YQ29,18.18145112966066,22.765797029702973,420,12.047299907407409,11.86 / 4.19,LS_peak=11.86 h; Adopted=4.19 h,11.861956831908834,4.190365185185186,3,8.380730370370372,7.289267533451891,0.0989998061087215,0.6582147967806975,0.8934846417618054,0.2352698449811079,1.0954685717046897,insufficient,0.27,8,8,4.190:0.270; 7.128:0.205; 2.783:0.168; 2.490:0.130; 15.843:0.100,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2015_YQ29,C:\Users\vikas\Downloads\ls_outputs\2015_YQ29\step14_final_summary.csv
2016 AH323,18.09488355493753,22.92925,48,6.096090902777777,1.02 / 1.02,LS_peak=1.02 h; Adopted=1.02 h,1.0151339577912692,1.0151339577912692,2,2.0302679155825385,1.2376477446648408,0.2077432112832683,0.5964177243204425,0.6596025221181137,0.0631847977976711,1.2108693450141006,insufficient,0.5425,4,8,1.015:0.542; 0.287:0.263; 0.496:0.158; 0.248:0.037; 2.030:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2016_AH323,C:\Users\vikas\Downloads\ls_outputs\2016_AH323\step14_final_summary.csv
2016 AJ293,18.97215218929077,23.266962264150944,339,9.030749803240742,10.26 / 20.52,LS_peak=10.26 h; Adopted=20.52 h,10.259786758711376,20.519573517422756,2,41.03914703484551,5.050347429036094,0.1914237754712043,0.5838482609829931,0.7964535165968165,0.2126052556138233,1.1928051627709877,insufficient,0.2275,8,8,20.520:0.228; 82.567:0.200; 14.330:0.182; 10.260:0.125; 2.307:0.095,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2016_AJ293,C:\Users\vikas\Downloads\ls_outputs\2016_AJ293\step14_final_summary.csv
2016 AM386,18.87311320517913,23.25740476190476,182,4.106075682870371,1.77 / 3.54,LS_peak=1.77 h; Adopted=3.54 h,1.7676379621325362,3.5352759242650724,2,7.070551848530145,14.453449010204508,0.205892312063032,0.5205531263179104,0.6993657538185687,0.1788126275006583,1.2088068846565665,insufficient,0.42,6,8,3.535:0.420; 1.637:0.207; 2.069:0.145; 4.138:0.128; 0.210:0.052,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2016_AM386,C:\Users\vikas\Downloads\ls_outputs\2016_AM386\step14_final_summary.csv
2016 AO356,18.308979474748615,22.102034482758626,38,2.106789606481481,3.52 / 3.52,LS_peak=3.52 h; Adopted=3.52 h,3.5174226473429955,3.5174226473429955,3,7.034845294685991,6.2456509831975495,0.7402123605417896,0.5509792350193052,0.1125478774982191,-0.4384313575210861,1.977356355966312,insufficient,0.43,5,8,7.035:0.430; 0.790:0.247; 2.452:0.203; 0.634:0.083; 2.910:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2016_AO356,C:\Users\vikas\Downloads\ls_outputs\2016_AO356\step14_final_summary.csv
